model,tier,count,pct,observed_target_prevalence,positive_cases_captured,positive_cases_captured_pct,false_negative_count_in_low_tier,precision_high_tier,precision_medium_high_combined
minimal8_calibrated_logistic_regression,low,110072,0.20168350538509178,0.18255323788065994,20094,0.13366949163817304,20094,0.4951447999217298,0.29890703108144706
minimal8_calibrated_logistic_regression,medium,353926,0.6484940432346463,0.2535699553013907,89745,0.5970025145350771,0,0.4951447999217298,0.29890703108144706
minimal8_calibrated_logistic_regression,high,81768,0.14982245138026187,0.4951447999217298,40487,0.2693279938267499,0,0.4951447999217298,0.29890703108144706
